26.030290603637695,26.008447647094727,25.994930267333984,25.997575759887695
28.911794662475586,28.907012939453125,28.898696899414062,28.88869857788086
26.634611129760742,26.744224548339844,26.86390495300293,26.994529724121094
28.800962448120117,28.894542694091797,29.01596450805664,29.16031837463379
25.577028274536133,25.527475357055664,25.495086669921875,25.48554229736328
27.379375457763672,27.516876220703125,27.599071502685547,27.616235733032227
25.485132217407227,25.397552490234375,25.342824935913086,25.327041625976562
25.24299430847168,25.21018409729004,25.18560218811035,25.167451858520508
26.368202209472656,26.265850067138672,26.153623580932617,26.035585403442383
25.74396514892578,25.841041564941406,25.979698181152344,26.14679527282715
-125.80599975585938,-125.71302032470703,-125.62728118896484,-125.55059051513672
-121.93936920166016,-121.99007415771484,-122.04755401611328,-122.11233520507812
-123.22686767578125,-123.26832580566406,-123.3019790649414,-123.32537078857422
-121.76165771484375,-121.73204040527344,-121.71086120605469,-121.69910430908203
-122.66567993164062,-122.77619171142578,-122.87765502929688,-122.96842956542969
-122.62438201904297,-122.63250732421875,-122.62023162841797,-122.5882339477539
18.29741096496582,18.214332580566406,18.181324005126953,18.195682525634766
20.95807647705078,21.179424285888672,21.41032600402832,21.644033432006836
22.4032039642334,22.383228302001953,22.361284255981445,22.340166091918945
23.924468994140625,23.739582061767578,23.55638885498047,23.375370025634766
